"","StateFull","Year","Description","Value"
"3652","Maine","1999","Average earnings per job (dollars)",30217
"3653","Maine","1999","Average wages and salaries",26931
"3654","Maine","1999","Average nonfarm proprietors' income",18751
"3655","Maryland","1999","Place of residence profile",NA
"3656","Maryland","1999","Personal income (millions of dollars)",173600.1
"3657","Maryland","1999","Derivation of personal income",NA
"3658","Maryland","1999","Net earnings by place of residence",121283.5
"3659","Maryland","1999","Personal current transfer receipts",17262.3
"3660","Maryland","1999","Income maintenance benefits 1/",1569.9
"3661","Maryland","1999","Unemployment insurance compensation",295.9
"3662","Maryland","1999","Retirement and other",15396.5
"3663","Maryland","1999","Dividends, interest, and rent",35054.3
"3664","Maryland","1999","Personal dividend income",7401.9
"3665","Maryland","1999","Personal interest income",24053.7
"3666","Maryland","1999","Imputed interest receipts 2/",16133.4
"3667","Maryland","1999","Monetary interest receipts",7920.3
"3668","Maryland","1999","Rental income of persons",3598.7
"3669","Maryland","1999","Imputed rent",2673.8
"3670","Maryland","1999","Monetary rent",924.9
"3671","Maryland","1999","Population (persons) 3/",5254509
"3672","Maryland","1999","Per capita incomes (dollars)",NA
"3673","Maryland","1999","Per capita personal income 4/",33038
"3674","Maryland","1999","Per capita net earnings 4/",23082
"3675","Maryland","1999","Per capita personal current transfer receipts 4/",3285
"3676","Maryland","1999","Per capita income maintenance benefits 4/",299
"3677","Maryland","1999","Per capita unemployment insurance compensation 4/",56
"3678","Maryland","1999","Per capita retirement and other 4/",2930
"3679","Maryland","1999","Per capita dividends, interest, and rent 4/",6671
"3680","Maryland","1999","Per capita dividends 4/",1409
"3681","Maryland","1999","Per capita interest 4/",4578
"3682","Maryland","1999","Per capita rent 4/",685
"3683","Maryland","1999","Place of work profile (millions of dollars)",NA
"3684","Maryland","1999","Earnings by place of work",117257.6
"3685","Maryland","1999","Wages and salaries",87495.8
"3686","Maryland","1999","Supplements to wages and salaries",18658.7
"3687","Maryland","1999","Employer contributions for employee pension and insurance funds 5/",12476.8
"3688","Maryland","1999","Employer contributions for government social insurance",6181.9
"3689","Maryland","1999","Proprietors' income",11103
"3690","Maryland","1999","Farm proprietors' income",234.8
"3691","Maryland","1999","Nonfarm proprietors' income",10868.2
"3692","Maryland","1999","Total employment (number of jobs)",3007654
"3693","Maryland","1999","Wage and salary employment",2527328
"3694","Maryland","1999","Proprietors employment",480326
"3695","Maryland","1999","Farm proprietors employment 6/",12347
"3696","Maryland","1999","Nonfarm proprietors employment",467979
"3697","Maryland","1999","Average earnings per job (dollars)",38986
"3698","Maryland","1999","Average wages and salaries",34620
"3699","Maryland","1999","Average nonfarm proprietors' income",23224
"3700","Massachusetts","1999","Place of residence profile",NA
"3701","Massachusetts","1999","Personal income (millions of dollars)",220850.9
"3702","Massachusetts","1999","Derivation of personal income",NA
"3703","Massachusetts","1999","Net earnings by place of residence",152672.9
"3704","Massachusetts","1999","Personal current transfer receipts",26457.8
"3705","Massachusetts","1999","Income maintenance benefits 1/",2193.9
"3706","Massachusetts","1999","Unemployment insurance compensation",828
"3707","Massachusetts","1999","Retirement and other",23435.9
"3708","Massachusetts","1999","Dividends, interest, and rent",41720.2
"3709","Massachusetts","1999","Personal dividend income",10149.6
"3710","Massachusetts","1999","Personal interest income",26157
"3711","Massachusetts","1999","Imputed interest receipts 2/",14910.6
"3712","Massachusetts","1999","Monetary interest receipts",11246.4
"3713","Massachusetts","1999","Rental income of persons",5413.6
"3714","Massachusetts","1999","Imputed rent",3533.4
"3715","Massachusetts","1999","Monetary rent",1880.2
"3716","Massachusetts","1999","Population (persons) 3/",6317345
"3717","Massachusetts","1999","Per capita incomes (dollars)",NA
"3718","Massachusetts","1999","Per capita personal income 4/",34959
"3719","Massachusetts","1999","Per capita net earnings 4/",24167
"3720","Massachusetts","1999","Per capita personal current transfer receipts 4/",4188
"3721","Massachusetts","1999","Per capita income maintenance benefits 4/",347
"3722","Massachusetts","1999","Per capita unemployment insurance compensation 4/",131
"3723","Massachusetts","1999","Per capita retirement and other 4/",3710
"3724","Massachusetts","1999","Per capita dividends, interest, and rent 4/",6604
"3725","Massachusetts","1999","Per capita dividends 4/",1607
"3726","Massachusetts","1999","Per capita interest 4/",4140
"3727","Massachusetts","1999","Per capita rent 4/",857
"3728","Massachusetts","1999","Place of work profile (millions of dollars)",NA
"3729","Massachusetts","1999","Earnings by place of work",175166.7
"3730","Massachusetts","1999","Wages and salaries",132671.5
"3731","Massachusetts","1999","Supplements to wages and salaries",25446.3
"3732","Massachusetts","1999","Employer contributions for employee pension and insurance funds 5/",16474.4
"3733","Massachusetts","1999","Employer contributions for government social insurance",8971.9
"3734","Massachusetts","1999","Proprietors' income",17048.9
"3735","Massachusetts","1999","Farm proprietors' income",14.6
"3736","Massachusetts","1999","Nonfarm proprietors' income",17034.3
"3737","Massachusetts","1999","Total employment (number of jobs)",3962492
"3738","Massachusetts","1999","Wage and salary employment",3366203
"3739","Massachusetts","1999","Proprietors employment",596289
"3740","Massachusetts","1999","Farm proprietors employment 6/",5799
"3741","Massachusetts","1999","Nonfarm proprietors employment",590490
"3742","Massachusetts","1999","Average earnings per job (dollars)",44206
"3743","Massachusetts","1999","Average wages and salaries",39413
"3744","Massachusetts","1999","Average nonfarm proprietors' income",28848
"3745","Michigan","1999","Place of residence profile",NA
"3746","Michigan","1999","Personal income (millions of dollars)",282875.7
"3747","Michigan","1999","Derivation of personal income",NA
"3748","Michigan","1999","Net earnings by place of residence",196250.4
"3749","Michigan","1999","Personal current transfer receipts",37771.5
"3750","Michigan","1999","Income maintenance benefits 1/",3674.6
"3751","Michigan","1999","Unemployment insurance compensation",872.4
"3752","Michigan","1999","Retirement and other",33224.6
"3753","Michigan","1999","Dividends, interest, and rent",48853.8
"3754","Michigan","1999","Personal dividend income",11543
"3755","Michigan","1999","Personal interest income",31096.6
"3756","Michigan","1999","Imputed interest receipts 2/",17336.3
"3757","Michigan","1999","Monetary interest receipts",13760.3
"3758","Michigan","1999","Rental income of persons",6214.1
"3759","Michigan","1999","Imputed rent",4665.9
"3760","Michigan","1999","Monetary rent",1548.3
"3761","Michigan","1999","Population (persons) 3/",9897116
"3762","Michigan","1999","Per capita incomes (dollars)",NA
"3763","Michigan","1999","Per capita personal income 4/",28582
"3764","Michigan","1999","Per capita net earnings 4/",19829
"3765","Michigan","1999","Per capita personal current transfer receipts 4/",3816
"3766","Michigan","1999","Per capita income maintenance benefits 4/",371
"3767","Michigan","1999","Per capita unemployment insurance compensation 4/",88
"3768","Michigan","1999","Per capita retirement and other 4/",3357
"3769","Michigan","1999","Per capita dividends, interest, and rent 4/",4936
"3770","Michigan","1999","Per capita dividends 4/",1166
"3771","Michigan","1999","Per capita interest 4/",3142
"3772","Michigan","1999","Per capita rent 4/",628
"3773","Michigan","1999","Place of work profile (millions of dollars)",NA
"3774","Michigan","1999","Earnings by place of work",220800.6
"3775","Michigan","1999","Wages and salaries",165325.9
"3776","Michigan","1999","Supplements to wages and salaries",36998
"3777","Michigan","1999","Employer contributions for employee pension and insurance funds 5/",24119.7
"3778","Michigan","1999","Employer contributions for government social insurance",12878.4
"3779","Michigan","1999","Proprietors' income",18476.7
"3780","Michigan","1999","Farm proprietors' income",290.3
"3781","Michigan","1999","Nonfarm proprietors' income",18186.4
"3782","Michigan","1999","Total employment (number of jobs)",5485654
"3783","Michigan","1999","Wage and salary employment",4698703
"3784","Michigan","1999","Proprietors employment",786951
"3785","Michigan","1999","Farm proprietors employment 6/",54358
"3786","Michigan","1999","Nonfarm proprietors employment",732593
"3787","Michigan","1999","Average earnings per job (dollars)",40251
"3788","Michigan","1999","Average wages and salaries",35185
"3789","Michigan","1999","Average nonfarm proprietors' income",24825
"3790","Minnesota","1999","Place of residence profile",NA
"3791","Minnesota","1999","Personal income (millions of dollars)",146941.7
"3792","Minnesota","1999","Derivation of personal income",NA
"3793","Minnesota","1999","Net earnings by place of residence",102581.8
"3794","Minnesota","1999","Personal current transfer receipts",15987.5
"3795","Minnesota","1999","Income maintenance benefits 1/",1280.8
"3796","Minnesota","1999","Unemployment insurance compensation",357.9
"3797","Minnesota","1999","Retirement and other",14348.8
"3798","Minnesota","1999","Dividends, interest, and rent",28372.3
"3799","Minnesota","1999","Personal dividend income",8521.4
"3800","Minnesota","1999","Personal interest income",16742.2
"3801","Minnesota","1999","Imputed interest receipts 2/",9578.3
"3802","Minnesota","1999","Monetary interest receipts",7163.9
"3803","Minnesota","1999","Rental income of persons",3108.7
"3804","Minnesota","1999","Imputed rent",2060
"3805","Minnesota","1999","Monetary rent",1048.8
"3806","Minnesota","1999","Population (persons) 3/",4873481
"3807","Minnesota","1999","Per capita incomes (dollars)",NA
"3808","Minnesota","1999","Per capita personal income 4/",30151
"3809","Minnesota","1999","Per capita net earnings 4/",21049
"3810","Minnesota","1999","Per capita personal current transfer receipts 4/",3281
"3811","Minnesota","1999","Per capita income maintenance benefits 4/",263
"3812","Minnesota","1999","Per capita unemployment insurance compensation 4/",73
"3813","Minnesota","1999","Per capita retirement and other 4/",2944
"3814","Minnesota","1999","Per capita dividends, interest, and rent 4/",5822
"3815","Minnesota","1999","Per capita dividends 4/",1749
"3816","Minnesota","1999","Per capita interest 4/",3435
"3817","Minnesota","1999","Per capita rent 4/",638
"3818","Minnesota","1999","Place of work profile (millions of dollars)",NA
"3819","Minnesota","1999","Earnings by place of work",117102.5
"3820","Minnesota","1999","Wages and salaries",88595
"3821","Minnesota","1999","Supplements to wages and salaries",18151
"3822","Minnesota","1999","Employer contributions for employee pension and insurance funds 5/",11548.6
"3823","Minnesota","1999","Employer contributions for government social insurance",6602.4
"3824","Minnesota","1999","Proprietors' income",10356.5
"3825","Minnesota","1999","Farm proprietors' income",775.4
"3826","Minnesota","1999","Nonfarm proprietors' income",9581.1
"3827","Minnesota","1999","Total employment (number of jobs)",3256931
"3828","Minnesota","1999","Wage and salary employment",2703900
"3829","Minnesota","1999","Proprietors employment",553031
"3830","Minnesota","1999","Farm proprietors employment 6/",82602
"3831","Minnesota","1999","Nonfarm proprietors employment",470429
"3832","Minnesota","1999","Average earnings per job (dollars)",35955
"3833","Minnesota","1999","Average wages and salaries",32766
"3834","Minnesota","1999","Average nonfarm proprietors' income",20367
"3835","Mississippi","1999","Place of residence profile",NA
"3836","Mississippi","1999","Personal income (millions of dollars)",58632.9
"3837","Mississippi","1999","Derivation of personal income",NA
"3838","Mississippi","1999","Net earnings by place of residence",37897.5
"3839","Mississippi","1999","Personal current transfer receipts",10731.2
"3840","Mississippi","1999","Income maintenance benefits 1/",1467.9
"3841","Mississippi","1999","Unemployment insurance compensation",116.3
"3842","Mississippi","1999","Retirement and other",9147.1
"3843","Mississippi","1999","Dividends, interest, and rent",10004.2
"3844","Mississippi","1999","Personal dividend income",2301.4
